id;eltamont;eltaval;extremite_amont;extremite_aval;lgmvtaval;vit_reg;geometry
T_58232472_FRef;R_82612291;R_82612288;845103.398700 6519950.407000;845089.931900 6519862.333900;89,528;13,89;LINESTRING (845103.3987 6519950.407, 845089.9319 6519862.3339)
T_58232473_FRef;R_82611857;R_82611835;844350.111933 6519883.271426;844272.576200 6519871.941900;78,359;13,89;LINESTRING (844350.111933 6519883.271426, 844272.5762 6519871.9419)
T_58232474_FRef;R_82611835;R_82611822;844272.576200 6519871.941900;844265.883900 6519925.103600;53,581;13,89;LINESTRING (844272.5762 6519871.9419, 844265.8839 6519925.1036)
T_58232485_FRef;R_82613194;R_82613198;846261.837900 6519852.389500;846365.909300 6519857.092900;104,178;13,89;LINESTRING (846261.8379 6519852.3895, 846365.9093 6519857.0929)
T_58232486_FRef;R_82613194;R_82613195;846261.837900 6519852.389500;846251.695400 6519984.335800;132,336;13,89;LINESTRING (846261.8379 6519852.3895, 846251.6954 6519984.3358)
T_58232502_FRef;C_82613179;C_82613154;845977.151926 6519860.756098;845968.139406 6520046.477359;201,317;13,89;LINESTRING (845977.151926 6519860.756098, 845968.139406 6520046.477359)
T_58232502_toRef;C_82613154;C_82613179;845962.070171 6520047.704465;845971.052054 6519860.000954;203,886;13,89;LINESTRING (845962.070171 6520047.704465, 845971.052054 6519860.000954)
T_58232507_FRef;R_82613183;R_82613194;846164.009300 6519846.725900;846261.837900 6519852.389500;97,992;13,89;LINESTRING (846164.0093 6519846.7259, 846261.8379 6519852.3895)
T_58232508_FRef;R_82613183;R_82613184;846166.983563 6519847.118022;846149.902663 6519976.677422;130,681;13,89;LINESTRING (846166.983563 6519847.118022, 846149.902663 6519976.677422)
T_58232508_toRef;R_82613184;R_82613183;846143.954137 6519975.893178;846161.035037 6519846.333778;130,681;13,89;LINESTRING (846143.954137 6519975.893178, 846161.035037 6519846.333778)
T_58232509_FRef;C_82612269;R_82612267;844848.291506 6519932.617600;844852.155700 6519856.715900;76,0;13,89;LINESTRING (844848.291506 6519932.6176, 844852.1557 6519856.7159)
T_58232511_FRef;R_82612272;R_82612267;844923.670200 6519857.293800;844852.155700 6519856.715900;71,517;13,89;LINESTRING (844923.6702 6519857.2938, 844852.1557 6519856.7159)
T_58232513_FRef;R_82613149;R_82613141;845774.981500 6519924.115000;845765.843700 6519850.583700;74,097;13,89;LINESTRING (845774.9815 6519924.115, 845765.8437 6519850.5837)
T_58232514_FRef;R_82613127;R_82613141;845644.255300 6519863.247800;845765.843700 6519850.583700;122,246;13,89;LINESTRING (845644.2553 6519863.2478, 845765.8437 6519850.5837)
T_58232520_FRef;C_82611820;R_82611819;844185.750973 6519912.406336;844194.329500 6519860.105200;53,0;13,89;LINESTRING (844185.750973 6519912.406336, 844194.3295 6519860.1052)
T_58232523_FRef_F;C_82613179;R_82613181;845985.200778 6519848.285904;846077.131855 6519817.689742;96,915;13,89;LINESTRING (845985.200778 6519848.285904, 846077.131855 6519817.689742)
T_58232524_FRef;R_82612267;C_82612264;844852.155700 6519856.715900;844791.251519 6519853.298186;72,144;13,89;LINESTRING (844852.1557 6519856.7159, 844791.251519 6519853.298186)
T_58232525_FRef;C_82612264;C_82612265;844783.590693 6519858.620555;844780.328192 6519937.553159;91,032;13,89;LINESTRING (844783.590693 6519858.620555, 844780.328192 6519937.553159)
T_58232532_FRef;R_82620832;R_82620774;847687.774000 6519948.752700;847552.345000 6519825.524800;183,584;13,89;LINESTRING (847687.774 6519948.7527, 847552.345 6519825.5248)
T_58232538_FRef;R_82621411;R_82621414;848468.461600 6519816.520500;848512.939400 6519842.035300;51,277;13,89;LINESTRING (848468.4616 6519816.5205, 848512.9394 6519842.0353)
T_58232545_FRef;R_82612381;S_82612380;845508.628700 6519943.341500;845520.401800 6519840.314400;103,698;13,89;LINESTRING (845508.6287 6519943.3415, 845520.4018 6519840.3144)
T_58232551_FRef;E_82612374_T_58232551_FRef;R_82612375;845399.898658 6519835.337135;845394.606958 6519927.409835;92,225;13,89;LINESTRING (845399.898658 6519835.337135, 845394.606958 6519927.409835)
T_58232551_toRef;R_82612375;S_82612374_T_58232551_toRef;845388.616842 6519927.065565;845393.908542 6519834.992865;92,225;13,89;LINESTRING (845388.616842 6519927.065565, 845393.908542 6519834.992865)
T_58232554_FRef;R_82613399;R_82613420;846758.127617 6519816.235945;846792.510617 6519841.496645;42,665;13,89;LINESTRING (846758.127617 6519816.235945, 846792.510617 6519841.496645)
T_58232554_toRef;R_82613420;R_82613399;846788.958183 6519846.331955;846754.575183 6519821.071255;42,665;13,89;LINESTRING (846788.958183 6519846.331955, 846754.575183 6519821.071255)
T_58232556_FRef;R_82611798;C_82611799;844061.120500 6519838.092300;844051.127123 6519908.385489;84,555;13,89;LINESTRING (844061.1205 6519838.0923, 844051.127123 6519908.385489)
T_58232577_FRef;R_82620773;R_82620774;847504.117415 6519803.765978;847553.421715 6519822.724678;52,824;13,89;LINESTRING (847504.117415 6519803.765978, 847553.421715 6519822.724678)
T_58232577_toRef;R_82620774;R_82620773;847551.268285 6519828.324922;847501.963985 6519809.366222;52,824;13,89;LINESTRING (847551.268285 6519828.324922, 847501.963985 6519809.366222)
T_58232587_FRef;C_82607799;R_82607798;843646.672480 6519898.356001;843656.924600 6519834.169600;65,0;13,89;LINESTRING (843646.67248 6519898.356001, 843656.9246 6519834.1696)
T_58232615_FRef;C_82611957;C_82611972;844405.637500 6519822.167890;844411.370003 6519921.234502;113,765;13,89;LINESTRING (844405.6375 6519822.16789, 844411.370003 6519921.234502)
T_58232616_FRef;R_82620746;R_82620747;847243.674128 6519788.349993;847230.348240 6519889.290112;101,859;13,89;LINESTRING (847243.674128 6519788.349993, 847230.34824 6519889.290112)
T_58232616_toRef;R_82620747;R_82620746;847224.424960 6519888.333688;847237.705072 6519787.741407;101,509;13,89;LINESTRING (847224.42496 6519888.333688, 847237.705072 6519787.741407)
T_58232628_FRef;R_82607798;R_82607727;843656.924600 6519834.169600;843561.633100 6519819.720300;96,381;13,89;LINESTRING (843656.9246 6519834.1696, 843561.6331 6519819.7203)
T_58232629_FRef;R_82607727;C_82607728;843561.633100 6519819.720300;843551.601048 6519896.063983;92,344;13,89;LINESTRING (843561.6331 6519819.7203, 843551.601048 6519896.063983)
T_58232641_FRef;C_82621368;R_82621371;848378.153018 6519771.159415;848400.886500 6519781.560800;25,0;13,89;LINESTRING (848378.153018 6519771.159415, 848400.8865 6519781.5608)
T_58232642_FRef;R_82621369;C_82621368;848388.925531 6519797.081844;848381.999365 6519778.732299;29,559;13,89;LINESTRING (848388.925531 6519797.081844, 848381.999365 6519778.732299)
T_58232644_FRef;C_82613182;R_82613183;846173.832154 6519793.542147;846166.985086 6519847.106293;54,0;13,89;LINESTRING (846173.832154 6519793.542147, 846166.985086 6519847.106293)
T_58232644_toRef;R_82613183;C_82613182;846161.033514 6519846.345507;846167.119797 6519798.732934;65,926;13,89;LINESTRING (846161.033514 6519846.345507, 846167.119797 6519798.732934)
T_58232645_FRef;R_82613181;C_82613182;846077.101969 6519817.699622;846163.198744 6519788.231924;106,365;13,89;LINESTRING (846077.101969 6519817.699622, 846163.198744 6519788.231924)
T_58232647_FRef;R_82612361;S_82612357;845278.044400 6519896.777200;845275.747900 6519796.749000;100,055;13,89;LINESTRING (845278.0444 6519896.7772, 845275.7479 6519796.749)
T_58232649_FRef;R_82620765;R_82620746;847385.009456 6519773.236499;847240.863270 6519791.040669;149,086;13,89;LINESTRING (847385.009456 6519773.236499, 847240.86327 6519791.040669)
T_58232649_toRef;R_82620746;R_82620765;847240.515930 6519785.050731;847380.177944 6519769.678901;144,017;13,89;LINESTRING (847240.51593 6519785.050731, 847380.177944 6519769.678901)
T_58232653_FRef;R_82620765;R_82620766;847383.340804 6519768.552216;847411.931904 6519775.904016;29,521;13,89;LINESTRING (847383.340804 6519768.552216, 847411.931904 6519775.904016)
T_58232653_toRef;R_82620766;R_82620765;847410.437696 6519781.714984;847381.846596 6519774.363184;29,521;13,89;LINESTRING (847410.437696 6519781.714984, 847381.846596 6519774.363184)
T_58232657_FRef;R_82613397;R_82613399;846706.825510 6519780.530344;846758.065110 6519816.191244;62,428;13,89;LINESTRING (846706.82551 6519780.530344, 846758.06511 6519816.191244)
T_58232657_toRef;R_82613399;R_82613397;846754.637690 6519821.115956;846703.398090 6519785.455056;62,428;13,89;LINESTRING (846754.63769 6519821.115956, 846703.39809 6519785.455056)
T_58232660_FRef;R_82607727;R_82607720;843561.633100 6519819.720300;843481.856400 6519806.746200;80,825;13,89;LINESTRING (843561.6331 6519819.7203, 843481.8564 6519806.7462)
T_58232661_FRef;C_82607726;R_82607720;843468.735306 6519892.751066;843481.856400 6519806.746200;87,0;13,89;LINESTRING (843468.735306 6519892.751066, 843481.8564 6519806.7462)
T_58232681_FRef;E_82612350_T_58232681_FRef;R_82612353;845222.160541 6519788.399619;845233.782541 6519888.648419;100,92;13,89;LINESTRING (845222.160541 6519788.399619, 845233.782541 6519888.648419)
T_58232681_toRef;R_82612353;S_82612350_T_58232681_toRef;845227.822459 6519889.339381;845216.200459 6519789.090581;100,92;13,89;LINESTRING (845227.822459 6519889.339381, 845216.200459 6519789.090581)
T_58232683_FRef;R_82620745;R_82620746;847197.627200 6519768.128500;847240.689600 6519788.045700;47,445;13,89;LINESTRING (847197.6272 6519768.1285, 847240.6896 6519788.0457)
T_58232684_FRef_F;R_82620745;R_984756309;847199.812967 6519770.183354;847152.794913 6519847.601601;93,353;8,33;LINESTRING (847199.812967 6519770.183354, 847152.794913 6519847.601601)
T_58232689_FRef;R_82613389;R_82613390;846483.203561 6519769.138706;846535.990461 6519772.620706;52,902;13,89;LINESTRING (846483.203561 6519769.138706, 846535.990461 6519772.620706)
T_58232689_toRef;R_82613390;R_82613389;846535.595539 6519778.607694;846482.808639 6519775.125694;52,902;13,89;LINESTRING (846535.595539 6519778.607694, 846482.808639 6519775.125694)
T_58232690_FRef;R_82613389;R_82613391;846485.999761 6519772.327116;846479.861661 6519866.600616;94,473;13,89;LINESTRING (846485.999761 6519772.327116, 846479.861661 6519866.600616)
T_58232690_toRef;R_82613391;R_82613389;846473.874339 6519866.210784;846480.012439 6519771.937284;94,473;13,89;LINESTRING (846473.874339 6519866.210784, 846480.012439 6519771.937284)
T_58232695_FRef;R_82621009;C_82621368;848333.810247 6519745.404147;848372.340990 6519764.871003;51,866;13,89;LINESTRING (848333.810247 6519745.404147, 848372.34099 6519764.871003)
T_58232695_toRef_F;C_82621368;C_82620999;848374.984144 6519772.934112;848108.549479 6519682.079429;298,029;13,89;LINESTRING (848374.984144 6519772.934112, 848108.549479 6519682.079429)
T_58232700_FRef;R_82607720;C_82607718;843481.856400 6519806.746200;843418.681701 6519796.501329;78,004;13,89;LINESTRING (843481.8564 6519806.7462, 843418.681701 6519796.501329)
T_58232701_FRef;C_82607718;C_82607719;843408.534419 6519802.592595;843393.506617 6519890.314685;103,8275;13,89;LINESTRING (843408.534419 6519802.592595, 843393.506617 6519890.314685)
T_58232711_FRef;R_14;R_570933919;848384.502472 6519531.979976;848369.579769 6519416.317600;116,6225;25,0;LINESTRING (848384.502472 6519531.979976, 848369.579769 6519416.3176)
T_58232712_FRef;R_82613197;R_82613389;846370.795870 6519758.684887;846483.283870 6519769.145087;112,973;13,89;LINESTRING (846370.79587 6519758.684887, 846483.28387 6519769.145087)
T_58232712_toRef;R_82613389;R_82613197;846482.728330 6519775.119313;846370.240330 6519764.659113;112,973;13,89;LINESTRING (846482.72833 6519775.119313, 846370.24033 6519764.659113)
T_58232713_FRef;R_82613198;R_82613197;846365.909300 6519857.092900;846370.518100 6519761.672000;95,59;13,89;LINESTRING (846365.9093 6519857.0929, 846370.5181 6519761.672)
T_58232714_FRef;E_82613125_T_58232714_FRef;R_82613127;845651.796540 6519770.192816;845647.251740 6519863.393916;93,312;13,89;LINESTRING (845651.79654 6519770.192816, 845647.25174 6519863.393916)
T_58232714_toRef;R_82613127;S_82613125_T_58232714_toRef;845641.258860 6519863.101684;845645.803660 6519769.900584;93,312;13,89;LINESTRING (845641.25886 6519863.101684, 845645.80366 6519769.900584)
T_58232730_FRef;C_82607718;S_82607700_T_58232730_FRef;843402.613074 6519793.940610;843317.639700 6519780.692000;86,0;8,33;LINESTRING (843402.613074 6519793.94061, 843317.6397 6519780.692)
T_58232731_FRef;C_82607701;S_82607700_T_58232731_FRef;843302.842335 6519883.633916;843317.639700 6519780.692000;104,0;13,89;LINESTRING (843302.842335 6519883.633916, 843317.6397 6519780.692)
T_58232748_FRef;C_82613196;R_82613197;846278.110190 6519751.194494;846370.518100 6519761.672000;93,0;13,89;LINESTRING (846278.11019 6519751.194494, 846370.5181 6519761.672)
T_58232749_FRef;C_82613196;R_82613194;846269.696186 6519758.282353;846261.837900 6519852.389500;94,435;13,89;LINESTRING (846269.696186 6519758.282353, 846261.8379 6519852.3895)
T_58232758_toRef_F;E_82620826_T_58232758_toRef;R_82620774;847608.676708 6519742.123383;847555.245213 6519826.292111;121,841;13,89;LINESTRING (847608.676708 6519742.123383, 847555.245213 6519826.292111)
T_58232765_FRef;E_82607694;C_82607697;843252.548300 6519771.396300;843235.945291 6519882.158839;125,222;13,89;LINESTRING (843252.5483 6519771.3963, 843235.945291 6519882.158839)
T_58232768_FRef;E_82612271;R_82612272;844922.895700 6519758.412700;844923.670200 6519857.293800;98,884;13,89;LINESTRING (844922.8957 6519758.4127, 844923.6702 6519857.2938)
T_58232772_FRef;R_82612267;S_82612263;844852.155700 6519856.715900;844857.649000 6519755.761200;101,104;13,89;LINESTRING (844852.1557 6519856.7159, 844857.649 6519755.7612)
T_58232774_FRef;C_82612264;S_82612260;844784.195610 6519845.137806;844788.464400 6519755.239100;90,0;13,89;LINESTRING (844784.19561 6519845.137806, 844788.4644 6519755.2391)
T_58232793_FRef;E_82607725;R_82607727;843571.557500 6519761.079500;843561.633100 6519819.720300;59,475;13,89;LINESTRING (843571.5575 6519761.0795, 843561.6331 6519819.7203)
T_58232805_FRef;R_82620687;R_82620766;847420.515201 6519709.251075;847414.172501 6519779.080875;70,117;13,89;LINESTRING (847420.515201 6519709.251075, 847414.172501 6519779.080875)
T_58232805_toRef;R_82620766;R_82620687;847408.197099 6519778.538125;847414.539799 6519708.708325;70,117;13,89;LINESTRING (847408.197099 6519778.538125, 847414.539799 6519708.708325)
T_58232806_FRef;R_82613141;S_82613140;845765.843700 6519850.583700;845746.051900 6519734.588100;117,672;13,89;LINESTRING (845765.8437 6519850.5837, 845746.0519 6519734.5881)
T_58232811_FRef_F_F;R_19;C_1070422790;843938.900600 6519744.638000;844220.863409 6519792.281830;308,505;13,89;LINESTRING (843938.9006 6519744.638, 844220.863409 6519792.28183)
T_58232818_FRef;R_82607720;S_82607723;843481.856400 6519806.746200;843491.806000 6519746.995000;60,574;13,89;LINESTRING (843481.8564 6519806.7462, 843491.806 6519746.995)
T_58232831_FRef;R_82613197;R_82613388;846370.518100 6519761.672000;846369.299200 6519714.988300;46,7;13,89;LINESTRING (846370.5181 6519761.672, 846369.2992 6519714.9883)
T_58232832_FRef;C_82613196;R_82613388;846279.575953 6519747.255363;846369.299200 6519714.988300;95,457;13,89;LINESTRING (846279.575953 6519747.255363, 846369.2992 6519714.9883)
T_58232848_FRef;E_82607717;C_82607718;843418.192800 6519736.387500;843410.709461 6519788.856535;65,397;13,89;LINESTRING (843418.1928 6519736.3875, 843410.709461 6519788.856535)
T_58232878_FRef;E_82613069_T_58232878_FRef;R_82613150;845850.907718 6519695.009612;845908.743418 6519878.559412;192,446;13,89;LINESTRING (845850.907718 6519695.009612, 845908.743418 6519878.559412)
T_58232878_toRef;R_82613150;S_82613069_T_58232878_toRef;845903.020782 6519880.362588;845845.185082 6519696.812788;192,446;13,89;LINESTRING (845903.020782 6519880.362588, 845845.185082 6519696.812788)
T_58232886_FRef_F;C_82620999;R_82621009;848117.320877 6519674.450038;848333.762155 6519743.659537;228,6875;13,89;LINESTRING (848117.320877 6519674.450038, 848333.762155 6519743.659537)
T_58232913_FRef;C_82613280;R_82613389;846490.296329 6519682.377799;846486.002684 6519772.275322;90,0;13,89;LINESTRING (846490.296329 6519682.377799, 846486.002684 6519772.275322)
T_58232913_toRef;R_82613389;C_82613280;846480.009516 6519771.989078;846484.350868 6519681.092694;106,274;13,89;LINESTRING (846480.009516 6519771.989078, 846484.350868 6519681.092694)
T_58232945_FRef;R_82612288;S_82612284;845089.931900 6519862.333900;845064.682500 6519680.673500;183,407;13,89;LINESTRING (845089.9319 6519862.3339, 845064.6825 6519680.6735)
T_58232984_FRef_F;E_82613072_T_58232984_FRef;C_82613179;845948.197611 6519657.281415;845981.372268 6519844.472616;206,362;13,89;LINESTRING (845948.197611 6519657.281415, 845981.372268 6519844.472616)
T_58232986_FRef;R_82613390;R_82613283;846535.793000 6519775.614200;846561.403700 6519647.370200;130,776;13,89;LINESTRING (846535.793 6519775.6142, 846561.4037 6519647.3702)
T_58232987_FRef;C_82613280;R_82613283;846499.460938 6519670.153838;846561.403700 6519647.370200;66,0;13,89;LINESTRING (846499.460938 6519670.153838, 846561.4037 6519647.3702)
T_58232989_FRef;R_82620742;S_82620854_T_58232989_FRef;847806.257445 6519636.431759;847786.146444 6519797.097875;162,79;8,33;LINESTRING (847806.257445 6519636.431759, 847786.146444 6519797.097875)
T_58232989_toRef;E_82620854_T_58232989_toRef;R_82620742;847780.215356 6519796.191125;847800.442355 6519637.909841;160,425;8,33;LINESTRING (847780.215356 6519796.191125, 847800.442355 6519637.909841)
T_58232996_toRef_F;R_82620742;C_82620728;847802.950471 6519640.144090;847739.245312 6519634.721186;81,849;13,89;LINESTRING (847802.950471 6519640.14409, 847739.245312 6519634.721186)
T_58232998_toRef_F;C_82620728;R_82620742;847746.206945 6519628.473072;847803.749329 6519634.197510;57,907;13,89;LINESTRING (847746.206945 6519628.473072, 847803.749329 6519634.19751)
T_58233002_toRef_F_F;C_82620728;C_82620686;847719.878200 6519634.193000;847444.326590 6519597.082956;297,084;13,89;LINESTRING (847719.8782 6519634.193, 847444.32659 6519597.082956)
T_58233027_FRef;R_82613283;R_82613293;846561.403700 6519647.370200;846628.038600 6519624.524000;70,443;13,89;LINESTRING (846561.4037 6519647.3702, 846628.0386 6519624.524)
T_58233037_FRef;R_82613397;R_82613294;846705.111800 6519782.992700;846652.340200 6519616.218200;176,481;13,89;LINESTRING (846705.1118 6519782.9927, 846652.3402 6519616.2182)
T_58233038_FRef;R_82613293;R_82613294;846628.038600 6519624.524000;846652.340200 6519616.218200;25,682;13,89;LINESTRING (846628.0386 6519624.524, 846652.3402 6519616.2182)
T_58233085_FRef;R_82613399;R_82613297;846756.351400 6519818.653600;846705.685800 6519596.387700;247,3;13,89;LINESTRING (846756.3514 6519818.6536, 846705.6858 6519596.3877)
T_58233086_FRef;R_82613294;R_82613297;846652.340200 6519616.218200;846705.685800 6519596.387700;56,912;13,89;LINESTRING (846652.3402 6519616.2182, 846705.6858 6519596.3877)
T_58233094_FRef;R_82613291;R_82613293;846621.588940 6519591.257596;846630.921640 6519623.694496;33,753;13,89;LINESTRING (846621.58894 6519591.257596, 846630.92164 6519623.694496)
T_58233094_toRef;R_82613293;R_82613291;846625.155560 6519625.353504;846615.822860 6519592.916604;33,753;13,89;LINESTRING (846625.15556 6519625.353504, 846615.82286 6519592.916604)
T_58233106_FRef;E_82613292_T_58233106_FRef;R_82613291;846633.865670 6519589.684487;846619.745570 6519594.901187;15,053;13,89;LINESTRING (846633.86567 6519589.684487, 846619.74557 6519594.901187)
T_58233106_toRef;R_82613291;S_82613292_T_58233106_toRef;846617.666230 6519589.273013;846631.786330 6519584.056313;15,053;13,89;LINESTRING (846617.66623 6519589.273013, 846631.78633 6519584.056313)
T_58233149_FRef;R_82620681;R_82620682;847275.169383 6519567.067165;847315.444483 6519573.588065;40,8;13,89;LINESTRING (847275.169383 6519567.067165, 847315.444483 6519573.588065)
T_58233149_toRef;R_82620682;R_82620681;847314.485517 6519579.510935;847274.210417 6519572.990035;40,8;13,89;LINESTRING (847314.485517 6519579.510935, 847274.210417 6519572.990035)
T_58233179_FRef;R_82613297;R_82613359;846705.685800 6519596.387700;846810.109564 6519556.024376;111,953;13,89;LINESTRING (846705.6858 6519596.3877, 846810.109564 6519556.024376)
T_58233181_FRef;E_82613289_T_58233181_FRef;R_82613291;846612.109779 6519563.132459;846621.548679 6519591.128659;29,545;13,89;LINESTRING (846612.109779 6519563.132459, 846621.548679 6519591.128659)
T_58233181_toRef;R_82613291;S_82613289_T_58233181_toRef;846615.863121 6519593.045541;846606.424221 6519565.049341;29,545;13,89;LINESTRING (846615.863121 6519593.045541, 846606.424221 6519565.049341)
T_58233202_FRef;R_82613362;R_82620745;846889.392677 6519546.760409;847197.627200 6519768.128500;392,097;13,89;LINESTRING (846889.392677 6519546.760409, 847197.6272 6519768.1285)
T_58233218_FRef;R_82613385;R_82620681;847137.298350 6519544.875124;847275.166650 6519567.066724;139,643;13,89;LINESTRING (847137.29835 6519544.875124, 847275.16665 6519567.066724)
T_58233218_toRef;R_82620681;R_82613385;847274.213150 6519572.990476;847136.344850 6519550.798876;139,643;13,89;LINESTRING (847274.21315 6519572.990476, 847136.34485 6519550.798876)
T_58233232_FRef;C_82613369;R_82613362;846958.225998 6519543.335099;846890.129355 6519544.913921;69,296;13,89;LINESTRING (846958.225998 6519543.335099, 846890.129355 6519544.913921)
T_58233232_toRef;R_82613362;C_82613369;846891.205219 6519536.831929;846955.879532 6519537.907558;95,9455;13,89;LINESTRING (846891.205219 6519536.831929, 846955.879532 6519537.907558)
T_58233233_FRef;R_82613361;R_82613359;846870.857226 6519544.122489;846816.199674 6519558.906816;56,65;13,89;LINESTRING (846870.857226 6519544.122489, 846816.199674 6519558.906816)
T_58233233_toRef;R_82613359;R_82613361;846811.007041 6519555.747970;846873.112979 6519538.273317;64,5405;13,89;LINESTRING (846811.007041 6519555.74797, 846873.112979 6519538.273317)
T_58233257_FRef;R_82613383;R_82613385;847038.863958 6519530.291591;847137.261258 6519544.869391;99,4715;13,89;LINESTRING (847038.863958 6519530.291591, 847137.261258 6519544.869391)
T_58233257_toRef;R_82613385;R_82613383;847136.381942 6519550.804609;847037.984642 6519536.226809;99,471;13,89;LINESTRING (847136.381942 6519550.804609, 847037.984642 6519536.226809)
T_58233267_FRef;E_82613124;C_82613196;846296.816600 6519526.641200;846271.467288 6519741.984295;230,259;13,89;LINESTRING (846296.8166 6519526.6412, 846271.467288 6519741.984295)
T_58233381_FRef_F;R_82613357;C_82613369;846825.790206 6519480.818995;846942.886120 6519511.636005;151,538;13,89;LINESTRING (846825.790206 6519480.818995, 846942.88612 6519511.636005)
T_58233384_FRef;E_82620990_T_58233384_FRef;R_82620744;848030.279371 6519499.345471;847969.081054 6519657.333408;169,832;13,89;LINESTRING (848030.279371 6519499.345471, 847969.081054 6519657.333408)
T_58233384_toRef;R_82620744;S_82620990_T_58233384_toRef;847963.240546 6519655.959192;848024.762029 6519496.987729;170,867;13,89;LINESTRING (847963.240546 6519655.959192, 848024.762029 6519496.987729)
T_58233485_FRef;R_82613295;R_82613357;846704.814027 6519442.428782;846825.877559 6519480.843930;127,028;13,89;LINESTRING (846704.814027 6519442.428782, 846825.877559 6519480.84393)
T_58233485_toRef;R_82613357;R_82613295;846824.143441 6519486.587870;846702.897973 6519448.114618;127,219;13,89;LINESTRING (846824.143441 6519486.58787, 846702.897973 6519448.114618)
T_58233574_FRef;R_82620684;C_82620686;847438.821788 6519400.644455;847436.658709 6519582.631601;200,651;8,33;LINESTRING (847438.821788 6519400.644455, 847436.658709 6519582.631601)
T_58233574_toRef;C_82620686;R_82620684;847430.659133 6519582.560290;847432.822212 6519400.573145;182,0;8,33;LINESTRING (847430.659133 6519582.56029, 847432.822212 6519400.573145)
T_58233597_FRef;R_82620680;R_82620684;847318.102677 6519388.120478;847436.062777 6519397.618478;118,342;13,89;LINESTRING (847318.102677 6519388.120478, 847436.062777 6519397.618478)
T_58233597_toRef;R_82620684;R_82620680;847435.581223 6519403.599122;847317.621123 6519394.101122;118,342;13,89;LINESTRING (847435.581223 6519403.599122, 847317.621123 6519394.101122)
T_58233598_FRef;R_82620680;R_82620682;847320.861534 6519391.157660;847317.964634 6519576.596360;185,461;13,89;LINESTRING (847320.861534 6519391.15766, 847317.964634 6519576.59636)
T_58233598_toRef;R_82620682;R_82620680;847311.965366 6519576.502640;847314.862266 6519391.063940;185,461;13,89;LINESTRING (847311.965366 6519576.50264, 847314.862266 6519391.06394)
T_58233605_FRef;R_82620679;R_82620680;847280.864178 6519385.005441;847318.111978 6519388.121241;37,378;13,89;LINESTRING (847280.864178 6519385.005441, 847318.111978 6519388.121241)
T_58233605_toRef;R_82620680;R_82620679;847317.611822 6519394.100359;847280.364022 6519390.984559;37,378;13,89;LINESTRING (847317.611822 6519394.100359, 847280.364022 6519390.984559)
T_58233606_FRef;R_82620679;R_82620681;847283.612513 6519388.092582;847277.688313 6519570.126182;182,13;8,33;LINESTRING (847283.612513 6519388.092582, 847277.688313 6519570.126182)
T_58233606_toRef;R_82620681;R_82620679;847271.691487 6519569.931018;847277.615687 6519387.897418;182,13;8,33;LINESTRING (847271.691487 6519569.931018, 847277.615687 6519387.897418)
T_58233633_FRef;R_82613379;R_82620679;847160.559849 6519375.453412;847280.851549 6519385.004412;120,67;13,89;LINESTRING (847160.559849 6519375.453412, 847280.851549 6519385.004412)
T_58233633_toRef;R_82620679;R_82613379;847280.376651 6519390.985588;847160.084951 6519381.434588;120,67;13,89;LINESTRING (847280.376651 6519390.985588, 847160.084951 6519381.434588)
T_58233634_FRef;R_82613385;R_82613379;847137.799210 6519541.786385;847160.322400 6519378.444000;164,888;13,89;LINESTRING (847137.79921 6519541.786385, 847160.3224 6519378.444)
T_58233644_FRef;R_82613379;R_82613377;847160.348606 6519381.443886;847058.467606 6519382.333886;101,885;13,89;LINESTRING (847160.348606 6519381.443886, 847058.467606 6519382.333886)
T_58233644_toRef;R_82613377;R_82613379;847058.415194 6519376.334114;847160.296194 6519375.444114;101,885;13,89;LINESTRING (847058.415194 6519376.334114, 847160.296194 6519375.444114)
T_58233645_FRef;R_82613383;R_82613377;847039.903926 6519525.332630;847058.441400 6519379.334000;147,171;13,89;LINESTRING (847039.903926 6519525.33263, 847058.4414 6519379.334)
T_58233676_FRef;R_82613356;R_82613377;846969.788288 6519362.010599;847059.073203 6519376.401284;90,481;13,89;LINESTRING (846969.788288 6519362.010599, 847059.073203 6519376.401284)
T_58233676_toRef;R_82613377;R_82613356;847057.809597 6519382.266716;846968.944712 6519367.951001;90,055;13,89;LINESTRING (847057.809597 6519382.266716, 846968.944712 6519367.951001)
T_58233677_FRef;R_82613356;C_82613369;846972.346459 6519365.326988;846955.267842 6519512.338283;173,439;13,89;LINESTRING (846972.346459 6519365.326988, 846955.267842 6519512.338283)
T_58233677_toRef;C_82613369;R_82613356;846949.884905 6519506.679309;846966.386541 6519364.634612;143,0;13,89;LINESTRING (846949.884905 6519506.679309, 846966.386541 6519364.634612)
T_58233950_toRef_F;R_82613377;R_82613356;847055.479577 6519378.856920;846972.348218 6519365.311492;327,37;13,89;LINESTRING (847055.479577 6519378.85692, 846972.348218 6519365.311492)
T_58233951_toRef_F;R_82613356;R_82613377;846966.384782 6519364.650108;847061.403223 6519379.811080;343,529;13,89;LINESTRING (846966.384782 6519364.650108, 847061.403223 6519379.81108)
T_58234084_FRef;R_82613357;S_82613353;846825.010500 6519483.715900;846862.325100 6519159.136700;326,717;13,89;LINESTRING (846825.0105 6519483.7159, 846862.3251 6519159.1367)
T_58247817_FRef_F;R_82642748;R_82607409;843076.043266 6520797.543564;843099.568047 6520737.010869;73,734;13,89;LINESTRING (843076.043266 6520797.543564, 843099.568047 6520737.010869)
